TrxNo,PlazaNo,LaneNo,EntryPlaza,JobNo,TransactionDateTime,Trx,AVC,PaymentMode,FareAmount(RM),MfgNoTagID,PaidAmount(RM),Balance,AccountType,VehicleNo,Code,Remark,PenaltyCode
285,201,K01,,1,1/10/2025 7:59,,,,0,1052928559,0.00,0.00, , ,8,,
190,201,M04,,1,1/10/2025 7:59,1,,ENTRY,,E2806F1220003C0241312BB4,,,3,JJA4622,,,
286,201,K01,202,1,1/10/2025 7:59,3,3,TNG,9,1052928559,9.00,330.71,,,,,
205,201,M01,,1,1/10/2025 7:59,1,,ENTRY,,1879754191,,,,,,,
203,201,K02,202,1,1/10/2025 7:59,2,2,TNG,6.8,1888565167,6.80,225.19,,,,,
226,201,M03,,1,1/10/2025 7:59,1,,ENTRY,,1888458287,,,,,,,
191,201,M04,,1,1/10/2025 8:00,1,,ENTRY,,E280110520007885C4FF0A55,,,3,WWB3659,,,
287,201,K01,202,1,1/10/2025 8:00,1,1,TNG,4.5,1807459695,4.50,30.86,,,,,
192,201,M04,,1,1/10/2025 8:00,1,,ENTRY,,E280110520007581C4EC0A55,,,3,JTU1101,,,
204,201,K02,,1,1/10/2025 8:00,,,,0,1308676367,0.00,0.00, , ,8,,
193,201,M04,,1,1/10/2025 8:00,1,,ENTRY,,E2003412013401000637CCBC,,,3,JMJ8550,,,
138,201,M02,,1,1/10/2025 8:00,1,,ENTRY,,4143370287,,,,,,,
288,201,K01,,1,1/10/2025 8:00,,,,0,2220423023,0.00,0.00, , ,8,,
205,201,K02,202,1,1/10/2025 8:00,1,1,TNG,4.5,1308676367,4.50,7.36,,,,,
206,201,M01,,1,1/10/2025 8:00,1,,ENTRY,,1087142543,,,,,,,
194,201,M04,,1,1/10/2025 8:00,1,,ENTRY,,E280110520007104C5370A55,,,3,JUE6678,,,
139,201,M02,,1,1/10/2025 8:00,1,,ENTRY,,3456326287,,,,,,,
289,201,K01,202,1,1/10/2025 8:00,2,2,ABTC,6.8,2220423023,6.80,107.13,,,,,
195,201,M04,,1,1/10/2025 8:00,1,,ENTRY,,E2801105200074C3E7D40ACC,,,3,JSD8142,,,
206,201,K02,202,1,1/10/2025 8:00,3,3,TNG,9,2254162063,9.00,91.94,,,,,
207,201,M01,,1,1/10/2025 8:00,1,,ENTRY,,1891655087,,,,,,,
227,201,M03,,1,1/10/2025 8:00,1,,ENTRY,,1126662095,,,,,,,
207,201,K02,202,1,1/10/2025 8:00,1,1,ABTC,4.5,1298194863,4.50,9.72,,,,,
228,201,M03,,1,1/10/2025 8:00,1,,ENTRY,,2231497135,,,,,,,
196,201,M04,,1,1/10/2025 8:00,1,,ENTRY,,E2806F122000E3023E98DFDA,,,3,JUM9951,,,
290,201,K01,202,1,1/10/2025 8:00,3,3,TNG,9,3189072847,9.00,333.34,,,,,
208,201,K02,202,1,1/10/2025 8:00,1,1,TNG,4.5,1808260495,4.50,96.71,,,,,
208,201,M01,,1,1/10/2025 8:00,1,,ENTRY,,1214702991,,,,,,,
224,201,K03,202,1,1/10/2025 8:01,1,1,RFID,4.5,E2806F1220005F02412D5C92,4.50,305.32,3,JKT8238,,,
197,201,M04,,1,1/10/2025 8:01,1,,ENTRY,,E28011052000778BC6790A55,,,3,W3822U,,,
225,201,K03,203,1,1/10/2025 8:01,1,1,RFID,9.2,E28011052000775DE30F0A55,9.20,70.80,3,JRF1082,,,
140,201,M02,,1,1/10/2025 8:01,1,,ENTRY,,4176619727,,,,,,,
291,201,K01,203,1,1/10/2025 8:01,1,1,ABTC,9.2,2167907727,9.20,881.69,,,,,
229,201,M03,,1,1/10/2025 8:01,1,,ENTRY,,1769302991,,,,,,,
141,201,M02,,1,1/10/2025 8:01,1,,ENTRY,,3171363247,,,,,,,
198,201,M04,,1,1/10/2025 8:01,1,,ENTRY,,E2806F12200049023E98B441,,,3,JWY3681,,,
226,201,K03,203,1,1/10/2025 8:01,1,1,RFID,9.2,E2806F122000DB0241377A5B,9.20,292.90,3,JWF8585,,,
209,201,K02,202,1,1/10/2025 8:01,1,1,ABTC,4.5,1771212815,4.50,1030.13,,,,,
199,201,M04,,1,1/10/2025 8:01,1,,ENTRY,,E28011052000711D0C100A5A,,,3,JUD4076,,,
292,201,K01,204,1,1/10/2025 8:01,1,1,TNG,13.5,3414851375,13.50,85.32,,,,,
230,201,M03,,1,1/10/2025 8:01,1,,ENTRY,,3323740623,,,,,,,
210,201,K02,203,1,1/10/2025 8:01,1,1,TNG,9.2,1276697487,9.20,15.52,,,,,
293,201,K01,203,1,1/10/2025 8:01,1,1,ABTC,9.2,4038643471,9.20,70.80,,,,,
142,201,M02,,1,1/10/2025 8:01,1,,ENTRY,,3418778287,,,,,,,
231,201,M03,,1,1/10/2025 8:01,1,,ENTRY,,1086853615,,,,,,,
200,201,M04,,1,1/10/2025 8:01,1,,ENTRY,,E2806F122000DD0241212D08,,,3,JTJ4079,,,
294,201,K01,202,1,1/10/2025 8:01,1,1,ABTC,4.5,1811269647,4.50,75.50,,,,,
232,201,M03,,1,1/10/2025 8:02,1,,ENTRY,,1884699663,,,,,,,
143,201,M02,,1,1/10/2025 8:02,1,,ENTRY,,1144125423,,,,,,,
209,201,M01,,1,1/10/2025 8:02,1,,ENTRY,,1736608719,,,,,,,
233,201,M03,,1,1/10/2025 8:02,1,,ENTRY,,3149661775,,,,,,,
211,201,K02,203,1,1/10/2025 8:02,1,1,TNG,9.2,2219984815,9.20,12.52,,,,,
201,201,M04,,1,1/10/2025 8:02,1,,ENTRY,,E2806F122000AE0241207EDF,,,3,WA36Q,,,
227,201,K03,202,1,1/10/2025 8:02,1,1,RFID,4.5,E280110520007252C5540A55,4.50,183.14,3,JDR1234,,,
234,201,M03,,1,1/10/2025 8:02,1,,ENTRY,,1783172239,,,,,,,
295,201,K01,203,1,1/10/2025 8:02,1,1,ABTC,9.2,4072639727,9.20,70.80,,,,,
202,201,M04,,1,1/10/2025 8:02,1,,ENTRY,,E2801105200070CDC9A80A55,,,3,PMR2111,,,
296,201,K01,203,1,1/10/2025 8:02,1,1,TNG,9.2,1798819567,9.20,41.28,,,,,
203,201,M04,,1,1/10/2025 8:02,1,,ENTRY,,E28011052000768EE13B0A55,,,3,JTT3851,,,
228,201,K03,202,1,1/10/2025 8:02,1,1,RFID,4.5,E28011052000795EE86A0ACC,4.50,75.50,3,JXC9742,,,
204,201,M04,,1,1/10/2025 8:02,1,,ENTRY,,E2806F122000FE0241223A5F,,,3,WVG9674,,,
297,201,K01,,1,1/10/2025 8:02,,,,0,4002505167,0.00,0.00, , ,49,,
144,201,M02,,1,1/10/2025 8:02,1,,ENTRY,,1798428271,,,,,,,
229,201,K03,204,1,1/10/2025 8:02,1,1,RFID,13.5,E2801105200070C3F9550ACE,13.50,351.94,3,PNP8454,,,
212,201,K02,,1,1/10/2025 8:02,,,,0,1884642255,0.00,0.00, , ,18,,
235,201,M03,,1,1/10/2025 8:02,1,,ENTRY,,2241048879,,,,,,,
213,201,K02,,1,1/10/2025 8:02,,,,0,1884642255,0.00,0.00, , ,18,,
298,201,K01,202,1,1/10/2025 8:02,2,2,TNG,6.8,4002505167,6.80,19.28,,,,,
230,201,K03,203,1,1/10/2025 8:02,1,1,RFID,9.2,E28011052000768AE82F0ACC,9.20,106.72,3,JUC6363,,,
214,201,K02,202,1,1/10/2025 8:02,1,1,ABTC,4.5,1884642255,4.50,570.74,,,,,
145,201,M02,,1,1/10/2025 8:02,1,,ENTRY,,1271749999,,,,,,,
299,201,K01,203,1,1/10/2025 8:02,1,1,TNG,9.2,1733316303,9.20,23.36,,,,,
300,201,K01,202,1,1/10/2025 8:03,1,1,TNG,4.5,1892065103,4.50,5.30,,,,,
215,201,K02,,1,1/10/2025 8:03,,,,0,1892106607,0.00,0.00, , ,18,,
231,201,K03,203,1,1/10/2025 8:03,1,1,RFID,9.2,E2806F122000C3023E98679A,9.20,9.22,3,VLR5642,,,
146,201,M02,,1,1/10/2025 8:03,1,,ENTRY,,4280030031,,,,,,,
210,201,M01,,1,1/10/2025 8:03,1,,ENTRY,,4292323855,,,,,,,
236,201,M03,,1,1/10/2025 8:03,1,,ENTRY,,3272252677,,,,,,,
216,201,K02,203,1,1/10/2025 8:03,1,1,TNG,9.2,1892106607,9.20,22.01,,,,,
232,201,K03,203,1,1/10/2025 8:03,1,1,RFID,9.2,E28011052000749BCA470A55,9.20,197.51,3,MDH8362,,,
237,201,M03,,1,1/10/2025 8:03,1,,ENTRY,,1100693647,,,,,,,
301,201,K01,202,1,1/10/2025 8:03,3,3,TNG,9,1058123503,9.00,42.40,,,,,
205,201,M04,,1,1/10/2025 8:03,1,,ENTRY,,E280110520007553C8660A55,,,3,JVG5955,,,
206,201,M04,,1,1/10/2025 8:03,1,,ENTRY,,E2806F1220002E0242242E02,,,3,JNM3384,,,
211,201,M01,,1,1/10/2025 8:03,1,,ENTRY,,4215344367,,,,,,,
147,201,M02,,1,1/10/2025 8:03,1,,ENTRY,,1654547759,,,,,,,
207,201,M04,,1,1/10/2025 8:03,1,,ENTRY,,E2806F1220002C02424DDE21,,,3,JSX2282,,,
238,201,M03,,1,1/10/2025 8:03,,,,0,1634851640,0.00,0.00, , ,41,,
302,201,K01,202,1,1/10/2025 8:03,1,1,ABTC,4.5,2167464975,4.50,71.00,,,,,
239,201,M03,,1,1/10/2025 8:03,,,,0,1634851640,0.00,0.00, , ,41,,
212,201,M01,,1,1/10/2025 8:03,1,,ENTRY,,1247006095,,,,,,,
148,201,M02,,1,1/10/2025 8:03,1,,ENTRY,,1079975343,,,,,,,
217,201,K02,202,1,1/10/2025 8:03,1,1,ABTC,4.5,1339971503,4.50,31.04,,,,,
212,201,M01,,1,1/10/2025 8:03,,,,0,1247006095,0.00,0.00, , ,54,TngAutorefillDisable,
233,201,K03,202,1,1/10/2025 8:03,1,1,RFID,4.5,E2806F122000EB02423B70FE,4.50,75.50,3,JXU3399,,,
240,201,M03,,1,1/10/2025 8:03,,,,0,1634851640,0.00,0.00, , ,41,,
303,201,K01,203,1,1/10/2025 8:03,1,1,TNG,9.2,1273084687,9.20,112.56,,,,,
149,201,M02,,1,1/10/2025 8:04,1,,ENTRY,,1040598767,,,,,,,
241,201,M03,,1,1/10/2025 8:04,1,,ENTRY,,3246618661,,,,,,,
218,201,K02,,1,1/10/2025 8:04,,,,0,1148129487,0.00,0.00, , ,7,  to ,
213,201,M01,,1,1/10/2025 8:04,1,,ENTRY,,4145484079,,,,,,,
150,201,M02,,1,1/10/2025 8:04,1,,ENTRY,,3404537487,,,,,,,
208,201,M04,,1,1/10/2025 8:04,1,,ENTRY,,E2806F1220004802424AD1A9,,,3,VPR1173,,,
242,201,M03,,1,1/10/2025 8:04,1,,ENTRY,,1856361743,,,,,,,
219,201,K02,202,1,1/10/2025 8:04,1,1,TNG,4.5,1148129487,4.50,6.61,,,,,
304,201,K01,202,1,1/10/2025 8:04,1,1,TNG,4.5,1857258639,4.50,3.08,,,,,
234,201,K03,202,1,1/10/2025 8:04,1,1,RFID,4.5,E2806F122000DB02413350D9,4.50,75.50,3,JWV881,,,
243,201,M03,,1,1/10/2025 8:04,1,,ENTRY,,1768978735,,,,,,,
235,201,K03,   ,1,1/10/2025 8:04,1,1,SRID,0,E20034120131FB0006C7A8B2,0.00,0.00,0,,,,05 - No entry info
151,201,M02,,1,1/10/2025 8:04,1,,ENTRY,,3303959381,,,,,,,
235,201,K03,,1,1/10/2025 8:04,,,,0,E200341201,0.00,0.00, , ,22,NoEntryInfo,
244,201,M03,,1,1/10/2025 8:04,1,,ENTRY,,2235284463,,,,,,,
305,201,K01,203,1,1/10/2025 8:04,1,1,TNG,9.2,1135386895,9.20,22.92,,,,,
220,201,K02,202,1,1/10/2025 8:04,1,1,TNG,4.5,4176173743,4.50,15.64,,,,,
152,201,M02,,1,1/10/2025 8:04,1,,ENTRY,,1037500975,,,,,,,
245,201,M03,,1,1/10/2025 8:04,1,,ENTRY,,1841238767,,,,,,,
209,201,M04,,1,1/10/2025 8:04,1,,ENTRY,,E2806F1220000902424EEE5B,,,3,JXY9797,,,
306,201,K01,202,1,1/10/2025 8:04,1,1,TNG,4.5,4145806255,4.50,9.01,,,,,
153,201,M02,,1,1/10/2025 8:04,1,,ENTRY,,1722770447,,,,,,,
221,201,K02,202,1,1/10/2025 8:04,1,1,TNG,4.5,1349846863,4.50,78.38,,,,,
214,201,M01,,1,1/10/2025 8:04,1,,ENTRY,,4229227311,,,,,,,
246,201,M03,,1,1/10/2025 8:04,1,,ENTRY,,1890739567,,,,,,,
236,201,K03,202,1,1/10/2025 8:04,1,1,RFID,4.5,E280110520007B4BF49F0ACE,4.50,435.71,3,JJM2828,,,
154,201,M02,,1,1/10/2025 8:04,1,,ENTRY,,2169998127,,,,,,,
307,201,K01,202,1,1/10/2025 8:04,3,3,TNG,9,1057883599,9.00,195.93,,,,,
247,201,M03,,1,1/10/2025 8:04,1,,ENTRY,,1789431599,,,,,,,
215,201,M01,,1,1/10/2025 8:04,1,,ENTRY,,4060404623,,,,,,,
155,201,M02,,1,1/10/2025 8:04,1,,ENTRY,,1077521487,,,,,,,
222,201,K02,202,1,1/10/2025 8:04,1,1,TNG,4.5,1011825359,4.50,70.99,,,,,
248,201,M03,,1,1/10/2025 8:04,1,,ENTRY,,1781020335,,,,,,,
156,201,M02,,1,1/10/2025 8:04,1,,ENTRY,,2259275503,,,,,,,
216,201,M01,,1,1/10/2025 8:05,1,,ENTRY,,4223155279,,,,,,,
249,201,M03,,1,1/10/2025 8:05,1,,ENTRY,,1178284719,,,,,,,
308,201,K01,202,1,1/10/2025 8:05,1,1,ABTC,4.5,1129825007,4.50,139.26,,,,,
157,201,M02,,1,1/10/2025 8:05,1,,ENTRY,,1093961359,,,,,,,
223,201,K02,202,1,1/10/2025 8:05,1,1,TNG,4.5,2008499023,4.50,84.83,,,,,
250,201,M03,,1,1/10/2025 8:05,1,,ENTRY,,1715480975,,,,,,,
158,201,M02,,1,1/10/2025 8:05,1,,ENTRY,,1798636847,,,,,,,
217,201,M01,,1,1/10/2025 8:05,,,,0,1052944911,0.00,0.00, , ,8,,
251,201,M03,,1,1/10/2025 8:05,1,,ENTRY,,1368315183,,,,,,,
309,201,K01,202,1,1/10/2025 8:05,2,2,TNG,6.8,1246193039,6.80,76.50,,,,,
218,201,M01,,1,1/10/2025 8:05,1,,ENTRY,,1052944911,,,,,,,
237,201,K03,203,1,1/10/2025 8:05,1,1,RFID,9.2,E2806F1220008502424483E9,9.20,140.12,3,JUP2212,,,
210,201,M04,,1,1/10/2025 8:05,1,,ENTRY,,E2806F122000EA02412D76A1,,,3,JXW1426,,,
211,201,M04,,1,1/10/2025 8:05,1,,ENTRY,,E280110520007586E1680A55,,,3,JQV4098,,,
219,201,M01,,1,1/10/2025 8:05,1,,ENTRY,,1044920079,,,,,,,
310,201,K01,202,1,1/10/2025 8:05,1,1,TNG,4.5,1846679727,4.50,8.68,,,,,
311,201,K01,,1,1/10/2025 8:05,,,,0,1181525455,0.00,0.00, , ,49,,
159,201,M02,,1,1/10/2025 8:05,1,,ENTRY,,1097541071,,,,,,,
252,201,M03,,1,1/10/2025 8:05,1,,ENTRY,,1882966191,,,,,,,
224,201,K02,204,1,1/10/2025 8:05,1,1,ABTC,13.5,1161632911,13.50,275.45,,,,,
220,201,M01,,1,1/10/2025 8:05,1,,ENTRY,,3311304261,,,,,,,
253,201,M03,,1,1/10/2025 8:05,1,,ENTRY,,1056307951,,,,,,,
160,201,M02,,1,1/10/2025 8:05,1,,ENTRY,,4110465551,,,,,,,
225,201,K02,202,1,1/10/2025 8:06,1,1,TNG,4.5,4294293455,4.50,15.42,,,,,
312,201,K01,203,1,1/10/2025 8:06,1,1,TNG,9.2,1181525455,9.20,18.94,,,,,
238,201,K03,202,1,1/10/2025 8:06,1,1,RFID,4.5,E28011052000751EE9280ACC,4.50,75.50,3,JWS6351,,,
221,201,M01,,1,1/10/2025 8:06,1,,ENTRY,,1243664847,,,,,,,
221,201,M01,,1,1/10/2025 8:06,,,,0,1243664847,0.00,0.00, , ,54,TngAutorefillDisable,
161,201,M02,,1,1/10/2025 8:06,1,,ENTRY,,1273483247,,,,,,,
254,201,M03,,1,1/10/2025 8:06,1,,ENTRY,,1771127119,,,,,,,
226,201,K02,203,1,1/10/2025 8:06,1,1,ABTC,9.2,1148480015,9.20,70.80,,,,,
313,201,K01,,1,1/10/2025 8:06,,,,0,2245134863,0.00,0.00, , ,8,,
162,201,M02,,1,1/10/2025 8:06,1,,ENTRY,,1885360591,,,,,,,
255,201,M03,,1,1/10/2025 8:06,1,,ENTRY,,1718065231,,,,,,,
222,201,M01,,1,1/10/2025 8:06,1,,ENTRY,,4205689743,,,,,,,
256,201,M03,,1,1/10/2025 8:06,1,,ENTRY,,1309976271,,,,,,,
223,201,M01,,1,1/10/2025 8:06,1,,ENTRY,,4104539375,,,,,,,
314,201,K01,204,1,1/10/2025 8:06,3,3,TNG,27,2245134863,27.00,91.20,,,,,
257,201,M03,,1,1/10/2025 8:06,1,,ENTRY,,3950605135,,,,,,,
227,201,K02,202,1,1/10/2025 8:06,3,3,TNG,9,1246886031,9.00,273.80,,,,,
163,201,M02,,1,1/10/2025 8:06,1,,ENTRY,,1889587407,,,,,,,
212,201,M04,,1,1/10/2025 8:06,1,,ENTRY,,E28011052000791EF9190ACE,,,3,WC9476H,,,
239,201,K03,204,1,1/10/2025 8:06,1,1,RFID,13.5,E2806F122000B1023E9C112E,13.50,161.23,3,BPL8119,,,
224,201,M01,,1,1/10/2025 8:06,1,,ENTRY,,1004109295,,,,,,,
213,201,M04,,1,1/10/2025 8:06,1,,ENTRY,,E2806F122000F10242451663,,,3,AKJ2831,,,
164,201,M02,,1,1/10/2025 8:06,1,,ENTRY,,1026274031,,,,,,,
315,201,K01,,1,1/10/2025 8:06,,,,0,1141576431,0.00,0.00, , ,49,,
258,201,M03,,1,1/10/2025 8:06,1,,ENTRY,,1337186383,,,,,,,
214,201,M04,,1,1/10/2025 8:06,1,,ENTRY,,E2003412012C200000252440,,,3,SWH1991,,,
240,201,K03,202,1,1/10/2025 8:06,1,1,RFID,4.5,E280110520007912F9E60ACE,4.50,75.50,3,JVU9870,,,
259,201,M03,,1,1/10/2025 8:07,1,,ENTRY,,1090970255,,,,,,,
241,201,K03,202,1,1/10/2025 8:07,1,1,RFID,4.5,E28011052000790CF9150ACE,4.50,81.25,3,JSM9420,,,
225,201,M01,,1,1/10/2025 8:07,1,,ENTRY,,1041033903,,,,,,,
242,201,K03,202,1,1/10/2025 8:07,1,1,RFID,4.5,E280110520007292D5DD09ED,4.50,582.07,3,JRP9126,,,
316,201,K01,203,1,1/10/2025 8:07,1,1,TNG,9.2,1141576431,9.20,13.80,,,,,
228,201,K02,202,1,1/10/2025 8:07,1,1,ABTC,4.5,1892203055,4.50,2.64,,,,,
165,201,M02,,1,1/10/2025 8:07,1,,ENTRY,,4045252463,,,,,,,
215,201,M04,,1,1/10/2025 8:07,1,,ENTRY,,E2806F1220005802413367B3,,,3,JPS8559,,,
317,201,K01,,1,1/10/2025 8:07,,,,0,1040103311,0.00,0.00, , ,49,,
229,201,K02,202,1,1/10/2025 8:07,1,1,ABTC,4.5,4041738671,4.50,75.50,,,,,
243,201,K03,202,1,1/10/2025 8:07,1,1,RFID,4.5,E2806F1220007202424EAE3A,4.50,81.95,3,JYA2102,,,
226,201,M01,,1,1/10/2025 8:07,1,,ENTRY,,1022531951,,,,,,,
216,201,M04,,1,1/10/2025 8:07,1,,ENTRY,,E2806F12200011024122A853,,,3,JVM119,,,
230,201,K02,202,1,1/10/2025 8:07,1,1,ABTC,4.5,1021642095,4.50,829.88,,,,,
318,201,K01,202,1,1/10/2025 8:07,1,1,TNG,4.5,1040103311,4.50,49.12,,,,,
260,201,M03,,1,1/10/2025 8:07,1,,ENTRY,,1809193007,,,,,,,
166,201,M02,,1,1/10/2025 8:07,1,,ENTRY,,3340308111,,,,,,,
231,201,K02,,1,1/10/2025 8:07,,,,0,1140587663,0.00,0.00, , ,18,,
261,201,M03,,1,1/10/2025 8:07,1,,ENTRY,,2228574287,,,,,,,
217,201,M04,,1,1/10/2025 8:07,1,,ENTRY,,E2801105200076DC78C50ADF,,,3,JWW7398,,,
227,201,M01,,1,1/10/2025 8:07,,,,0,2219138095,0.00,0.00, , ,8,,
232,201,K02,,1,1/10/2025 8:07,,,,0,1140587663,0.00,0.00, , ,8,,
319,201,K01,202,1,1/10/2025 8:07,1,1,TNG,4.5,3265039151,4.50,9.91,,,,,
228,201,M01,,1,1/10/2025 8:07,1,,ENTRY,,2219138095,,,,,,,
233,201,K02,202,1,1/10/2025 8:07,1,1,TNG,4.5,1140587663,4.50,18.62,,,,,
218,201,M04,,1,1/10/2025 8:07,1,,ENTRY,,E2801105200076C6E8B60ACC,,,3,JTE5850,,,
167,201,M02,,1,1/10/2025 8:07,1,,ENTRY,,1148453103,,,,,,,
320,201,K01,202,1,1/10/2025 8:07,1,1,TNG,4.5,1175117711,4.50,82.11,,,,,
219,201,M04,,1,1/10/2025 8:07,1,,ENTRY,,E2801105200078DCC5BA0A55,,,3,JRV2558,,,
244,201,K03,202,1,1/10/2025 8:07,1,1,RFID,4.5,E2003412012E200000255E60,4.50,176.18,3,JVP9789,,,
262,201,M03,,1,1/10/2025 8:08,1,,ENTRY,,1164388527,,,,,,,
234,201,K02,204,1,1/10/2025 8:08,2,2,TNG,20.2,1855091503,20.20,284.39,,,,,
220,201,M04,,1,1/10/2025 8:08,1,,ENTRY,,E28011052000745BC8C50A55,,,3,VGS5812,,,
229,201,M01,,1,1/10/2025 8:08,1,,ENTRY,,1243963055,,,,,,,
229,201,M01,,1,1/10/2025 8:08,,,,0,1243963055,0.00,0.00, , ,54,TngAutorefillDisable,
245,201,K03,203,1,1/10/2025 8:08,1,1,RFID,9.2,E2801105200077940BCA0A5A,9.20,415.09,3,JVM2162,,,
263,201,M03,,1,1/10/2025 8:08,1,,ENTRY,,1300743887,,,,,,,
246,201,K03,202,1,1/10/2025 8:08,1,1,RFID,4.5,E280110520007299C6C10A55,4.50,21.03,3,JUU9125,,,
168,201,M02,,1,1/10/2025 8:08,1,,ENTRY,,1144392687,,,,,,,
221,201,M04,,1,1/10/2025 8:08,1,,ENTRY,,E2806F1220003302423B3D32,,,3,VBU6568,,,
235,201,K02,202,1,1/10/2025 8:08,1,1,ABTC,4.5,2161000911,4.50,75.50,,,,,
321,201,K01,202,1,1/10/2025 8:08,3,3,TNG,9,1006410255,9.00,89.00,,,,,
230,201,M01,,1,1/10/2025 8:08,1,,ENTRY,,1748372623,,,,,,,
222,201,M04,,1,1/10/2025 8:08,1,,ENTRY,,E2806F122000AC0241506CB6,,,3,JXD7724,,,
264,201,M03,,1,1/10/2025 8:08,1,,ENTRY,,1644342831,,,,,,,
169,201,M02,,1,1/10/2025 8:08,1,,ENTRY,,1323216367,,,,,,,
223,201,M04,,1,1/10/2025 8:08,1,,ENTRY,,E2806F1220002602413071FC,,,3,JVM56,,,
236,201,K02,203,1,1/10/2025 8:08,1,1,TNG,9.2,1261761711,9.20,12.12,,,,,
265,201,M03,,1,1/10/2025 8:08,1,,ENTRY,,2228247535,,,,,,,
322,201,K01,203,1,1/10/2025 8:08,3,3,TNG,18.4,1656035407,18.40,74.50,,,,,
231,201,M01,,1,1/10/2025 8:08,1,,ENTRY,,4080694415,,,,,,,
170,201,M02,,1,1/10/2025 8:08,1,,ENTRY,,1858928655,,,,,,,
247,201,K03,202,1,1/10/2025 8:08,1,1,RFID,4.5,E280110520007395F9080ACE,4.50,75.50,3,JTV4371,,,
266,201,M03,,1,1/10/2025 8:08,1,,ENTRY,,1273733935,,,,,,,
237,201,K02,202,1,1/10/2025 8:08,1,1,ABTC,4.5,1044028047,4.50,305.44,,,,,
323,201,K01,202,1,1/10/2025 8:08,3,3,TNG,9,1029724975,9.00,72.56,,,,,
232,201,M01,,1,1/10/2025 8:08,1,,ENTRY,,1654382511,,,,,,,
238,201,K02,202,1,1/10/2025 8:08,2,2,TNG,6.8,1242989327,6.80,135.81,,,,,
224,201,M04,,1,1/10/2025 8:08,1,,ENTRY,,E2806F1220006702412D7B6F,,,3,JRT8531,,,
267,201,M03,,1,1/10/2025 8:08,1,,ENTRY,,1354275663,,,,,,,
171,201,M02,,1,1/10/2025 8:09,1,,ENTRY,,1734732719,,,,,,,
324,201,K01,,1,1/10/2025 8:09,,,,0,1019288751,0.00,0.00, , ,8,,
233,201,M01,,1,1/10/2025 8:09,1,,ENTRY,,1042621039,,,,,,,
225,201,M04,,1,1/10/2025 8:09,1,,ENTRY,,E280110520007A84E2A70A55,,,3,VDX6878,,,
325,201,K01,202,1,1/10/2025 8:09,3,3,TNG,9,1019288751,9.00,102.56,,,,,
226,201,M04,,1,1/10/2025 8:09,1,,ENTRY,,E280110520007AC9C5400A55,,,3,JTY8662,,,
248,201,K03,202,1,1/10/2025 8:09,1,1,RFID,4.5,E2806F122000E502424AD022,4.50,75.50,3,VNR9994,,,
239,201,K02,202,1,1/10/2025 8:09,2,2,TNG,6.8,3094495183,6.80,24.38,,,,,
234,201,M01,,1,1/10/2025 8:09,1,,ENTRY,,4165272399,,,,,,,
249,201,K03,202,1,1/10/2025 8:09,1,1,RFID,4.5,E2806F122000E90241307C45,4.50,129.16,3,JXH6323,,,
268,201,M03,,1,1/10/2025 8:09,1,,ENTRY,,1798080111,,,,,,,
326,201,K01,202,1,1/10/2025 8:09,1,1,TNG,4.5,2003107631,4.50,42.62,,,,,
269,201,M03,,1,1/10/2025 8:09,1,,ENTRY,,1868226223,,,,,,,
250,201,K03,202,1,1/10/2025 8:09,1,1,RFID,4.5,E2003412012720000024B151,4.50,75.50,3,JWK118,,,
235,201,M01,,1,1/10/2025 8:09,1,,ENTRY,,1316429423,,,,,,,
172,201,M02,,1,1/10/2025 8:09,1,,ENTRY,,1772738031,,,,,,,
270,201,M03,,1,1/10/2025 8:09,1,,ENTRY,,1763120591,,,,,,,
240,201,K02,203,1,1/10/2025 8:09,1,1,TNG,9.2,4076141135,9.20,149.53,,,,,
271,201,M03,,1,1/10/2025 8:09,1,,ENTRY,,4175109743,,,,,,,
227,201,M04,,1,1/10/2025 8:09,1,,ENTRY,,E28011052000735AE9040ACC,,,3,JSC730,,,
236,201,M01,,1,1/10/2025 8:09,1,,ENTRY,,1106436303,,,,,,,
251,201,K03,202,1,1/10/2025 8:09,1,1,RFID,4.5,E2806F122000F002412D7A59,4.50,8.95,3,JWF7893,,,
228,201,M04,,1,1/10/2025 8:09,1,,ENTRY,,E280110520007951E3160A55,,,3,RAE2794,,,
241,201,K02,202,1,1/10/2025 8:09,1,1,ABTC,4.5,1280253007,4.50,736.52,,,,,
327,201,K01,,1,1/10/2025 8:09,,,,0,1034050063,0.00,0.00, , ,49,,
173,201,M02,,1,1/10/2025 8:09,1,,ENTRY,,1089301743,,,,,,,
252,201,K03,203,1,1/10/2025 8:09,1,1,RFID,9.2,E28011052000755BC86A0A55,9.20,70.80,3,QS6849M,,,
229,201,M04,,1,1/10/2025 8:09,1,,ENTRY,,E2806F1220000E0241512A21,,,3,JMP3955,,,
242,201,K02,203,1,1/10/2025 8:09,1,1,TNG,9.2,1309357999,9.20,0.80,,,,,
237,201,M01,,1,1/10/2025 8:10,1,,ENTRY,,1632550703,,,,,,,
174,201,M02,,1,1/10/2025 8:10,1,,ENTRY,,4066995823,,,,,,,
253,201,K03,202,1,1/10/2025 8:10,1,1,RFID,4.5,E280110520007289C6770A55,4.50,75.50,3,JSC4952,,,
328,201,K01,202,1,1/10/2025 8:10,1,1,TNG,4.5,1034050063,4.50,46.05,,,,,
243,201,K02,203,1,1/10/2025 8:10,2,2,TNG,13.8,1006231087,13.80,186.72,,,,,
