,,Plaza ID :,,203 - CAHAYA BARU,,,,,Transaction Inquiry,,,,06/10/2025 14:00:35,,,,
86,203,M06,,2,01/10/2025 15:09:29,1,,ENTRY,,,2217060975,,,,,,
68,203,M04,,2,01/10/2025 15:09:30,1,,ENTRY,,,1772013391,,,,,,
117,203,M02,,2,01/10/2025 15:09:56,1,,ENTRY,,,2000883983,,,,,,
69,203,M04,,2,01/10/2025 15:10:05,1,,ENTRY,,,1093125263,,,,,,
100,203,M01,,2,01/10/2025 15:10:08,1,,ENTRY,,,1169652687,,,,,,
118,203,M02,,2,01/10/2025 15:10:17,1,,ENTRY,,,3187724783,,,,,,
127,203,K01,201,4,01/10/2025 15:10:21,3,3,TNG,18.40,,4096826959,,18.40,,196.72,,
101,203,M01,,2,01/10/2025 15:10:24,1,,ENTRY,,,1006718767,,,,,,
45,203,K05,202,2,01/10/2025 15:10:29,1,1,TNG,5.60,,4286291727,,5.60,,63.03,,
87,203,M06,,2,01/10/2025 15:10:34,1,,ENTRY,,,4163304943,,,,,,
30,203,K06,204,2,01/10/2025 15:10:40,1,1,RFID,7.20,3,E28011052000765DE7870ACC,JQQ6660,7.20,,203.17,,
31,203,K06,204,2,01/10/2025 15:10:46,1,1,RFID,7.20,3,E280110520007AD1C88F0A55,NCU2846,7.20,,72.80,,
59,203,K04,204,2,01/10/2025 15:10:46,1,1,TNG,7.20,,1675077359,,7.20,,49.90,,
119,203,M02,,2,01/10/2025 15:10:46,1,,ENTRY,,,1822551311,,,,,,
102,203,M01,,2,01/10/2025 15:10:47,1,,ENTRY,,,4141673487,,,,,,
32,203,K06,202,2,01/10/2025 15:10:51,1,1,RFID,5.60,3,E280110520007916CA540A55,JXX7777,5.60,,415.49,,
82,203,K02,,4,01/10/2025 15:10:51,,,,0.00, ,          , ,0.00,,0.00,19,Standby Start
82,203,K02,204,4,01/10/2025 15:10:53,1,1,TNG,7.20,,2254988399,,7.20,,18.42,,
83,203,K02,,4,01/10/2025 15:10:54,,,,0.00, ,          , ,0.00,,0.00,20,Standby End
88,203,M06,,2,01/10/2025 15:11:01,1,,ENTRY,,,1848477167,,,,,,
120,203,M02,,2,01/10/2025 15:11:03,1,,ENTRY,,,3304091535,,,,,,
70,203,M04,,2,01/10/2025 15:11:08,1,,ENTRY,,,1839708911,,,,,,
129,203,K01,204,4,01/10/2025 15:11:09,3,3,TNG,14.40,,4165009007,,14.40,,43.58,,
83,203,K02,201,4,01/10/2025 15:11:10,3,3,TNG,18.40,,1059267791,,18.40,,79.28,,
33,203,K06,201,2,01/10/2025 15:11:16,1,1,RFID,9.20,3,E280110520007859C6FA0A55,JSD6727,9.20,,70.80,,
103,203,M01,,2,01/10/2025 15:11:16,1,,ENTRY,,,1856398511,,,,,,
89,203,M06,,2,01/10/2025 15:11:16,1,,ENTRY,,,4041477135,,,,,,
71,203,M04,,2,01/10/2025 15:11:16,1,,ENTRY,,,2167640495,,,,,,
121,203,M02,,2,01/10/2025 15:11:28,1,,ENTRY,,,4278001135,,,,,,
84,203,K02,201,4,01/10/2025 15:11:29,2,2,TNG,13.80,,1057721711,,13.80,,173.82,,
104,203,M01,,2,01/10/2025 15:11:38,1,,ENTRY,,,1844911855,,,,,,
122,203,M02,,2,01/10/2025 15:11:52,1,,ENTRY,,,2236152495,,,,,,
123,203,M02,,2,01/10/2025 15:11:59,1,,ENTRY,,,1069241615,,,,,,
123,203,M02,,2,01/10/2025 15:12:00,,,,0.00, ,1069241615, ,0.00,,0.00,54,TngAutorefillDisable
105,203,M01,,2,01/10/2025 15:12:05,1,,ENTRY,,,1891481647,,,,,,
131,203,K01,204,4,01/10/2025 15:12:06,1,1,TNG,7.20,,1071277807,,7.20,,13.10,,
90,203,M06,,2,01/10/2025 15:12:11,1,,ENTRY,,,3934970095,,,,,,
60,203,K04,204,2,01/10/2025 15:12:16,1,1,TNG,7.20,,1849999023,,7.20,,2.23,,
124,203,M02,,2,01/10/2025 15:12:25,1,,ENTRY,,,4069584431,,,,,,
132,203,K01,204,4,01/10/2025 15:12:25,5,1,TNG,4.50,,1246441711,,4.50,,130.80,,
132,203,K01,,4,01/10/2025 15:12:26,,,,0.00, ,1246441711, ,0.00,,0.00,53,TngAutorefillEnable
106,203,M01,,2,01/10/2025 15:12:26,1,,ENTRY,,,4108652687,,,,,,
91,203,M06,,2,01/10/2025 15:12:26,1,,ENTRY,,,1100572623,,,,,,
125,203,M02,,2,01/10/2025 15:12:38,1,,ENTRY,,,3301053013,,,,,,
133,203,K01,204,4,01/10/2025 15:12:41,1,1,ABTC,7.20,,4041460335,,7.20,,1.09,,
107,203,M01,,2,01/10/2025 15:12:45,1,,ENTRY,,,3287143087,,,,,,
126,203,M02,,2,01/10/2025 15:12:46,1,,ENTRY,,,1244263887,,,,,,
126,203,M02,,2,01/10/2025 15:12:47,,,,0.00, ,1244263887, ,0.00,,0.00,54,TngAutorefillDisable
85,203,K02,202,4,01/10/2025 15:12:48,3,3,TNG,11.30,,1059795279,,11.30,,255.90,,
85,203,K02,,4,01/10/2025 15:12:49,,,,0.00, ,1059795279, ,0.00,,0.00,54,TngAutorefillDisable
507,203,M07,,1,01/10/2025 15:12:55,1,,ENTRY,,3,E28011052000759AE1920A55,JJD7695,,,,,
134,203,K01,202,4,01/10/2025 15:12:56,3,3,TNG,11.30,,1778682031,,11.30,,61.03,,
508,203,M07,,1,01/10/2025 15:13:04,1,,ENTRY,,3,E28011052000758AE16A0A55,MBS3481,,,,,
135,203,K01,201,4,01/10/2025 15:13:12,3,3,TNG,18.40,,1748528783,,18.40,,88.83,,
92,203,M06,,2,01/10/2025 15:13:39,1,,ENTRY,,,1141421039,,,,,,
136,203,K01,201,4,01/10/2025 15:13:47,2,2,TNG,13.80,,4070520943,,13.80,,345.16,,
61,203,K04,204,2,01/10/2025 15:13:59,1,1,TNG,7.20,,4286472847,,7.20,,31.85,,
137,203,K01,201,4,01/10/2025 15:14:04,2,2,TNG,13.80,,4064299855,,13.80,,76.85,,
93,203,M06,,2,01/10/2025 15:14:05,1,,ENTRY,,,4041680527,,,,,,
509,203,M07,,1,01/10/2025 15:14:09,1,,ENTRY,,3,E2806F1220000A024224BDFE,BPL2505,,,,,
127,203,M02,,2,01/10/2025 15:14:13,1,,ENTRY,,,3050926063,,,,,,
34,203,K06,204,2,01/10/2025 15:14:32,1,1,RFID,7.20,3,E280110520007044E76E0ACC,JMS4484,7.20,,72.80,,
108,203,M01,,2,01/10/2025 15:14:38,1,,ENTRY,,,1295542415,,,,,,
128,203,M02,,2,01/10/2025 15:14:42,1,,ENTRY,,,3341128789,,,,,,
94,203,M06,,2,01/10/2025 15:14:48,1,,ENTRY,,,3117062639,,,,,,
72,203,M04,,2,01/10/2025 15:14:51,1,,ENTRY,,,1826586927,,,,,,
73,203,M04,,2,01/10/2025 15:15:00,1,,ENTRY,,,1305607791,,,,,,
63,203,K04,,2,01/10/2025 15:15:02,,,,0.00, ,1861166479, ,0.00,,0.00,07,  to 
510,203,M07,,1,01/10/2025 15:15:07,1,,ENTRY,,3,E280110520007859C6FA0A55,JSD6727,,,,,
95,203,M06,,2,01/10/2025 15:15:09,1,,ENTRY,,,1695978031,,,,,,
74,203,M04,,2,01/10/2025 15:15:09,1,,ENTRY,,,1827153583,,,,,,
109,203,M01,,2,01/10/2025 15:15:12,1,,ENTRY,,,2237148399,,,,,,
65,203,K04,204,2,01/10/2025 15:15:13,1,1,TNG,7.20,,1861166479,,7.20,,33.43,,
75,203,M04,,2,01/10/2025 15:15:36,1,,ENTRY,,,1808295855,,,,,,
511,203,M07,,1,01/10/2025 15:16:09,1,,ENTRY,,3,E2806F1220001802412D0DE1,SJF9565,,,,,
87,203,K02,201,4,01/10/2025 15:16:09,3,3,TNG,18.40,,1748493359,,18.40,,782.75,,
138,203,K01,204,4,01/10/2025 15:16:10,1,1,TNG,7.20,,1091891695,,7.20,,178.12,,
129,203,M02,,2,01/10/2025 15:16:26,1,,ENTRY,,,1730485423,,,,,,
96,203,M06,,2,01/10/2025 15:16:40,1,,ENTRY,,,1306743247,,,,,,
76,203,M04,,2,01/10/2025 15:16:42,1,,ENTRY,,,0322542063,,,,,,
110,203,M01,,2,01/10/2025 15:16:47,1,,ENTRY,,,4042405871,,,,,,
130,203,M02,,2,01/10/2025 15:16:59,1,,ENTRY,,,2261738223,,,,,,
46,203,K05,201,2,01/10/2025 15:17:04,1,1,ABTC,9.20,,2251557551,,9.20,,94.88,,
97,203,M06,,2,01/10/2025 15:17:09,1,,ENTRY,,,1134159727,,,,,,
88,203,K02,201,4,01/10/2025 15:17:10,1,1,ABTC,9.20,,2249021519,,9.20,,56.70,,
66,203,K04,204,2,01/10/2025 15:17:19,1,1,TNG,7.20,,1177422639,,7.20,,8.54,,
111,203,M01,,2,01/10/2025 15:17:21,1,,ENTRY,,,1891765679,,,,,,
131,203,M02,,2,01/10/2025 15:17:22,1,,ENTRY,,,4155028975,,,,,,
139,203,K01,201,4,01/10/2025 15:17:23,3,3,TNG,18.40,,4279859503,,18.40,,80.13,,
67,203,K04,201,2,01/10/2025 15:17:31,1,1,TNG,9.20,,3383762773,,9.20,,13.87,,
68,203,K04,201,2,01/10/2025 15:17:39,1,1,TNG,9.20,,1629644687,,9.20,,82.99,,
512,203,M07,,1,01/10/2025 15:17:45,1,,ENTRY,,3,E2806F1220006B023E9C68DB,JWY3604,,,,,
140,203,K01,202,4,01/10/2025 15:17:55,3,3,ABTC,11.30,,2257417007,,11.30,,275.49,,
47,203,K05,201,2,01/10/2025 15:17:56,1,1,TNG,9.20,,1142444079,,9.20,,17.10,,
513,203,M07,,1,01/10/2025 15:18:09,1,,ENTRY,,3,E2806F1220003D023E85E811,JGN8850,,,,,
89,203,K02,202,4,01/10/2025 15:18:16,1,1,TNG,5.60,,3125566319,,5.60,,39.03,,
112,203,M01,,2,01/10/2025 15:18:23,1,,ENTRY,,,1886099759,,,,,,
98,203,M06,,2,01/10/2025 15:18:25,1,,ENTRY,,,3327315701,,,,,,
133,203,M02,,2,01/10/2025 15:18:29,1,,ENTRY,,,1035921487,,,,,,
48,203,K05,202,2,01/10/2025 15:18:30,1,1,TNG,5.60,,1036542383,,5.60,,4.39,,
134,203,M02,,2,01/10/2025 15:18:53,1,,ENTRY,,,3231405359,,,,,,
35,203,K06,202,2,01/10/2025 15:18:55,1,1,RFID,5.60,3,E2806F122000E3024244E884,JTK5548,5.60,,26.43,,
69,203,K04,204,2,01/10/2025 15:18:56,1,1,TNG,7.20,,1878979823,,7.20,,19.82,,
141,203,K01,201,4,01/10/2025 15:19:00,5,1,TNG,5.70,,1791785327,,5.70,,19.24,,
113,203,M01,,2,01/10/2025 15:19:01,1,,ENTRY,,,4112742863,,,,,,
114,203,M01,,2,01/10/2025 15:19:18,1,,ENTRY,,,1181736559,,,,,,
99,203,M06,,2,01/10/2025 15:19:35,,,,0.00, ,1174121903, ,0.00,,0.00,07,  to 
135,203,M02,,2,01/10/2025 15:19:46,1,,ENTRY,,,1025826831,,,,,,
101,203,M06,,2,01/10/2025 15:19:47,1,,ENTRY,,,4277591695,,,,,,
142,203,K01,,4,01/10/2025 15:19:49,,,,0.00, ,1242907727, ,0.00,,0.00,07,  to 
36,203,K06,201,2,01/10/2025 15:19:49,1,1,RFID,9.20,3,E2806F1220003B024150917A,JWA3181,9.20,,119.96,,
77,203,M04,,2,01/10/2025 15:19:56,1,,ENTRY,,,4144203247,,,,,,
90,203,K02,201,4,01/10/2025 15:20:01,2,2,TNG,13.80,,1890855855,,13.80,,116.60,,
145,203,K01,201,4,01/10/2025 15:20:05,3,3,TNG,18.40,,1242907727,,18.40,,225.90,,
91,203,K02,201,4,01/10/2025 15:20:22,3,3,TNG,18.40,,4124992623,,18.40,,71.50,,
146,203,K01,201,4,01/10/2025 15:20:23,3,3,TNG,18.40,,1737079567,,18.40,,71.58,,
78,203,M04,,2,01/10/2025 15:20:33,1,,ENTRY,,,1896335823,,,,,,
136,203,M02,,2,01/10/2025 15:20:39,,,,0.00, ,4229734191, ,0.00,,0.00,07,  to 
102,203,M06,,2,01/10/2025 15:20:44,1,,ENTRY,,,4214394895,,,,,,
137,203,M02,,2,01/10/2025 15:20:45,1,,ENTRY,,,4229734191,,,,,,
115,203,M01,,2,01/10/2025 15:20:57,1,,ENTRY,,,4066237743,,,,,,
138,203,M02,,2,01/10/2025 15:20:58,1,,ENTRY,,,1833112079,,,,,,
148,203,K01,204,4,01/10/2025 15:20:59,3,3,TNG,14.40,,1066198447,,14.40,,79.81,,
103,203,M06,,2,01/10/2025 15:21:03,1,,ENTRY,,,1063784239,,,,,,
139,203,M02,,2,01/10/2025 15:21:09,1,,ENTRY,,,1785512207,,,,,,
514,203,M07,,1,01/10/2025 15:21:10,1,,ENTRY,,3,E280110520007B16E23A0A55,JQG960,,,,,
116,203,M01,,2,01/10/2025 15:21:10,1,,ENTRY,,,1006601583,,,,,,
116,203,M01,,2,01/10/2025 15:21:11,,,,0.00, ,1006601583, ,0.00,,0.00,54,TngAutorefillDisable
104,203,M06,,2,01/10/2025 15:21:11,1,,ENTRY,,,1818630607,,,,,,
79,203,M04,,2,01/10/2025 15:21:13,1,,ENTRY,,,1772445551,,,,,,
105,203,M06,,2,01/10/2025 15:21:17,1,,ENTRY,,,3109095791,,,,,,
140,203,M02,,2,01/10/2025 15:21:18,1,,ENTRY,,,1713248175,,,,,,
70,203,K04,201,2,01/10/2025 15:21:21,1,1,ABTC,9.20,,2204396175,,9.20,,73.03,,
80,203,M04,,2,01/10/2025 15:21:21,1,,ENTRY,,,3147067087,,,,,,
150,203,K01,201,4,01/10/2025 15:21:21,3,3,TNG,18.40,,1006679919,,18.40,,133.24,,
106,203,M06,,2,01/10/2025 15:21:24,1,,ENTRY,,,1715932751,,,,,,
515,203,M07,,1,01/10/2025 15:21:25,1,,ENTRY,,3,E2806F122000EA024121FCE2,QRV6551,,,,,
81,203,M04,,2,01/10/2025 15:21:29,1,,ENTRY,,,2707579951,,,,,,
107,203,M06,,2,01/10/2025 15:21:32,1,,ENTRY,,,1894124815,,,,,,
82,203,M04,,2,01/10/2025 15:21:35,1,,ENTRY,,,1088109807,,,,,,
71,203,K04,204,2,01/10/2025 15:21:52,1,1,ABTC,7.20,,1381225423,,7.20,,0.31,,
83,203,M04,,2,01/10/2025 15:22:04,1,,ENTRY,,,1629644687,,,,,,
117,203,M01,,2,01/10/2025 15:22:06,1,,ENTRY,,,3273023701,,,,,,
92,203,K02,204,4,01/10/2025 15:22:07,1,1,TNG,7.20,,2175591151,,7.20,,2.38,,
141,203,M02,,2,01/10/2025 15:22:09,1,,ENTRY,,,2242249007,,,,,,
84,203,M04,   ,2,01/10/2025 15:22:23,1,1,SVC,0.00,,3083490799,,0.00,,0.00,,
49,203,K05,204,2,01/10/2025 15:22:24,1,1,TNG,7.20,,3120983279,,7.20,,19.45,,
151,203,K01,204,4,01/10/2025 15:22:24,1,1,TNG,7.20,,3230037007,,7.20,,15.33,,
142,203,M02,,2,01/10/2025 15:22:35,1,,ENTRY,,,1246641423,,,,,,
118,203,M01,,2,01/10/2025 15:22:36,1,,ENTRY,,,1245273263,,,,,,
50,203,K05,201,2,01/10/2025 15:22:36,1,1,TNG,9.20,,1158279503,,9.20,,9.83,,
516,203,M07,,1,01/10/2025 15:22:40,1,,ENTRY,,3,E280110520007683E8F70ACC,JSN3522,,,,,
108,203,M06,,2,01/10/2025 15:22:45,1,,ENTRY,,,2220121167,,,,,,
152,203,K01,204,4,01/10/2025 15:22:45,1,1,TNG,7.20,,1015450671,,7.20,,2.84,,
143,203,M02,,2,01/10/2025 15:22:48,1,,ENTRY,,,1023862287,,,,,,
119,203,M01,,2,01/10/2025 15:22:51,1,,ENTRY,,,4231597583,,,,,,
153,203,K01,201,4,01/10/2025 15:22:54,1,1,TNG,9.20,,1003258191,,9.20,,11.90,,
144,203,M02,,2,01/10/2025 15:22:58,1,,ENTRY,,,1036239759,,,,,,
51,203,K05,204,2,01/10/2025 15:23:04,1,1,TNG,7.20,,1760392591,,7.20,,18.49,,
37,203,K06,204,2,01/10/2025 15:23:06,1,1,RFID,7.20,3,E2806F122000DB024243C72A,WRQ813,7.20,,"5,637.92",,
120,203,M01,,2,01/10/2025 15:23:06,1,,ENTRY,,,1773939375,,,,,,
93,203,K02,202,4,01/10/2025 15:23:09,3,3,ABTC,11.30,,1123943183,,11.30,,322.35,,
145,203,M02,,2,01/10/2025 15:23:15,1,,ENTRY,,,1654564303,,,,,,
154,203,K01,201,4,01/10/2025 15:23:24,1,1,TNG,9.20,,1810745327,,9.20,,40.09,,
109,203,M06,,2,01/10/2025 15:23:30,1,,ENTRY,,,1012492143,,,,,,
146,203,M02,,2,01/10/2025 15:23:41,1,,ENTRY,,,4069153231,,,,,,
121,203,M01,,2,01/10/2025 15:23:42,1,,ENTRY,,,1887529231,,,,,,
122,203,M01,,2,01/10/2025 15:23:59,1,,ENTRY,,,1078238767,,,,,,
110,203,M06,,2,01/10/2025 15:24:00,1,,ENTRY,,,3337136463,,,,,,
85,203,M04,,2,01/10/2025 15:24:01,1,,ENTRY,,,2210148463,,,,,,
155,203,K01,202,4,01/10/2025 15:24:07,3,3,TNG,11.30,,4067628655,,11.30,,155.60,,
147,203,M02,,2,01/10/2025 15:24:10,1,,ENTRY,,,2251370831,,,,,,
86,203,M04,,2,01/10/2025 15:24:10,1,,ENTRY,,,1057174191,,,,,,
94,203,K02,204,4,01/10/2025 15:24:15,1,1,TNG,7.20,,3338121199,,7.20,,12.53,,
52,203,K05,202,2,01/10/2025 15:24:22,1,1,ABTC,5.60,,1782788751,,5.60,,"1,174.13",,
87,203,M04,,2,01/10/2025 15:24:23,1,,ENTRY,,,3335585637,,,,,,
95,203,K02,204,4,01/10/2025 15:24:26,2,2,TNG,10.80,,1323737071,,10.80,,87.70,,
38,203,K06,204,2,01/10/2025 15:24:31,1,1,RFID,7.20,3,E28011052000775B19C90A56,WYC4701,7.20,,52.54,,
157,203,K01,204,4,01/10/2025 15:24:31,1,1,TNG,7.20,,4282629423,,7.20,,9.23,,
158,203,K01,201,4,01/10/2025 15:24:42,3,3,TNG,18.40,,1709986703,,18.40,,279.38,,
96,203,K02,202,4,01/10/2025 15:24:43,2,2,TNG,8.50,,1318902895,,8.50,,43.10,,
123,203,M01,,2,01/10/2025 15:24:50,1,,ENTRY,,,4148064655,,,,,,
97,203,K02,204,4,01/10/2025 15:24:59,3,3,ABTC,14.40,,1893150447,,14.40,,307.95,,
111,203,M06,,2,01/10/2025 15:25:05,1,,ENTRY,,,1812076911,,,,,,
124,203,M01,,2,01/10/2025 15:25:08,1,,ENTRY,,,1695926095,,,,,,
148,203,M02,,2,01/10/2025 15:25:11,1,,ENTRY,,,4148537103,,,,,,
98,203,K02,201,4,01/10/2025 15:25:18,3,3,TNG,18.40,,1737574415,,18.40,,359.28,,
112,203,M06,,2,01/10/2025 15:25:19,1,,ENTRY,,,1696665551,,,,,,
160,203,K01,204,4,01/10/2025 15:25:21,3,3,TNG,14.40,,3170499439,,14.40,,89.82,,
125,203,M01,,2,01/10/2025 15:25:23,1,,ENTRY,,,1689102063,,,,,,
149,203,M02,,2,01/10/2025 15:25:24,,,,0.00,,3345412175,,300.00,,336.43,,
149,203,M02,,2,01/10/2025 15:25:24,1,,ENTRY,,,3345412175,,,,,,
517,203,M07,,1,01/10/2025 15:25:27,1,,ENTRY,,3,E2801105200078CDF4DF0ACE,MDT7786,,,,,
113,203,M06,,2,01/10/2025 15:25:28,1,,ENTRY,,,1815371023,,,,,,
114,203,M06,,2,01/10/2025 15:25:37,1,,ENTRY,,,1773633583,,,,,,
161,203,K01,202,4,01/10/2025 15:25:37,3,3,TNG,11.30,,1300907247,,11.30,,112.63,,
150,203,M02,,2,01/10/2025 15:25:39,1,,ENTRY,,,1804628879,,,,,,
126,203,M01,,2,01/10/2025 15:25:41,,,,0.00,,4147087631,,200.00,,249.79,,
126,203,M01,,2,01/10/2025 15:25:41,1,,ENTRY,,,4147087631,,,,,,
54,203,K05,201,2,01/10/2025 15:25:45,1,1,ABTC,9.20,,2207512143,,9.20,,1.70,,
99,203,K02,,4,01/10/2025 15:25:45,,,,0.00, ,1897174671, ,0.00,,0.00,07,  to 
518,203,M07,,1,01/10/2025 15:25:52,1,,ENTRY,,3,E2806F122000EE0242243B28,JMB9362,,,,,
151,203,M02,,2,01/10/2025 15:25:54,1,,ENTRY,,,1848536303,,,,,,
101,203,K02,204,4,01/10/2025 15:25:56,1,1,TNG,7.20,,1897174671,,7.20,,9.20,,
127,203,M01,,2,01/10/2025 15:26:00,1,,ENTRY,,,4070674831,,,,,,
55,203,K05,202,2,01/10/2025 15:26:00,1,1,TNG,5.60,,1271377743,,5.60,,2.39,,
56,203,K05,201,2,01/10/2025 15:26:07,1,1,TNG,9.20,,1093916879,,9.20,,14.06,,
102,203,K02,202,4,01/10/2025 15:26:07,3,3,TNG,11.30,,1095577807,,11.30,,240.60,,
152,203,M02,,2,01/10/2025 15:26:13,1,,ENTRY,,,1822555983,,,,,,
152,203,M02,,2,01/10/2025 15:26:14,,,,0.00, ,1822555983, ,0.00,,0.00,54,TngAutorefillDisable
128,203,M01,,2,01/10/2025 15:26:25,1,,ENTRY,,,1019772751,,,,,,
163,203,K01,201,4,01/10/2025 15:26:28,3,3,TNG,18.40,,1031336815,,18.40,,302.49,,
153,203,M02,,2,01/10/2025 15:26:35,1,,ENTRY,,,1094016399,,,,,,
73,203,K04,204,2,01/10/2025 15:26:36,1,1,TNG,7.20,,1641558735,,7.20,,9.63,,
74,203,K04,204,2,01/10/2025 15:26:57,1,1,TNG,7.20,,2244846095,,7.20,,31.34,,
115,203,M06,,2,01/10/2025 15:26:57,1,,ENTRY,,,3092221423,,,,,,
154,203,M02,,2,01/10/2025 15:26:58,1,,ENTRY,,,3321997647,,,,,,
39,203,K06,204,2,01/10/2025 15:26:59,1,1,RFID,7.20,3,E280110520007996E7BF0ACC,JWS8202,7.20,,72.80,,
57,203,K05,204,2,01/10/2025 15:27:02,1,1,TNG,7.20,,1359308943,,7.20,,47.78,,
129,203,M01,,2,01/10/2025 15:27:07,1,,ENTRY,,,1879446895,,,,,,
40,203,K06,202,2,01/10/2025 15:27:10,1,1,RFID,5.60,3,E2806F1220000D023EB0FE19,JRP3938,5.60,,832.51,,
519,203,M07,,1,01/10/2025 15:27:11,1,,ENTRY,,3,E280110520007293E1150A55,MCS2877,,,,,
75,203,K04,202,2,01/10/2025 15:27:20,1,1,TNG,5.60,,1270388335,,5.60,,22.11,,
103,203,K02,201,4,01/10/2025 15:27:26,3,3,TNG,18.40,,1692546927,,18.40,,"1,326.23",,
88,203,M04,,2,01/10/2025 15:27:26,1,,ENTRY,,,1888772143,,,,,,
155,203,M02,,2,01/10/2025 15:27:28,1,,ENTRY,,,1044248399,,,,,,
116,203,M06,,2,01/10/2025 15:27:28,1,,ENTRY,,,3308076437,,,,,,
76,203,K04,201,2,01/10/2025 15:27:29,1,1,TNG,9.20,,1132303887,,9.20,,14.93,,
130,203,M01,,2,01/10/2025 15:27:33,1,,ENTRY,,,1761484303,,,,,,
156,203,M02,,2,01/10/2025 15:27:39,1,,ENTRY,,,1044710383,,,,,,
520,203,M07,,1,01/10/2025 15:27:47,1,,ENTRY,,3,E2801105200074D5E78E09ED,JQA2350,,,,,
131,203,M01,,2,01/10/2025 15:27:51,1,,ENTRY,,,4167898479,,,,,,
157,203,M02,,2,01/10/2025 15:27:56,1,,ENTRY,,,2170117871,,,,,,
132,203,M01,,2,01/10/2025 15:28:01,1,,ENTRY,,,1154488655,,,,,,
158,203,M02,,2,01/10/2025 15:28:05,1,,ENTRY,,,1242802991,,,,,,
158,203,M02,,2,01/10/2025 15:28:06,,,,0.00, ,1242802991, ,0.00,,0.00,54,TngAutorefillDisable
165,203,K01,204,4,01/10/2025 15:28:07,3,3,TNG,14.40,,3383271215,,14.40,,14.26,,
104,203,K02,202,4,01/10/2025 15:28:21,3,3,TNG,11.30,,1828494095,,11.30,,96.12,,
77,203,K04,204,2,01/10/2025 15:28:22,1,1,TNG,7.20,,4045784655,,7.20,,50.26,,
167,203,K01,204,4,01/10/2025 15:28:38,1,1,TNG,7.20,,1024499567,,7.20,,7.34,,
105,203,K02,202,4,01/10/2025 15:28:41,3,3,TNG,11.30,,1058895055,,11.30,,105.47,,
105,203,K02,,4,01/10/2025 15:28:42,,,,0.00, ,1058895055, ,0.00,,0.00,54,TngAutorefillDisable
117,203,M06,,2,01/10/2025 15:28:52,1,,ENTRY,,,1023187855,,,,,,
133,203,M01,,2,01/10/2025 15:28:55,1,,ENTRY,,,2257851503,,,,,,
106,203,K02,202,4,01/10/2025 15:28:57,3,3,TNG,11.30,,1244506127,,11.30,,131.16,,
106,203,K02,,4,01/10/2025 15:28:58,,,,0.00, ,1244506127, ,0.00,,0.00,54,TngAutorefillDisable
118,203,M06,,2,01/10/2025 15:29:11,1,,ENTRY,,,1797951023,,,,,,
159,203,M02,,2,01/10/2025 15:29:17,1,,ENTRY,,,3166876687,,,,,,
58,203,K05,201,2,01/10/2025 15:29:18,1,1,ABTC,9.20,,1881458223,,9.20,,102.38,,
119,203,M06,,2,01/10/2025 15:29:19,1,,ENTRY,,,2213833679,,,,,,
134,203,M01,,2,01/10/2025 15:29:21,1,,ENTRY,,,3424338383,,,,,,
120,203,M06,,2,01/10/2025 15:29:28,1,,ENTRY,,,1050177487,,,,,,
168,203,K01,201,4,01/10/2025 15:29:30,3,3,TNG,18.40,,3313401487,,18.40,,102.57,,
91,203,M04,,2,01/10/2025 15:29:31,,,,0.00, ,1984027944, ,0.00,,0.00,07,  to 
107,203,K02,202,4,01/10/2025 15:29:32,1,1,TNG,5.60,,2210364175,,5.60,,23.19,,
92,203,M04,,2,01/10/2025 15:29:36,1,,ENTRY,,,1984027944,,,,,,
78,203,K04,204,2,01/10/2025 15:29:46,1,1,TNG,7.20,,2261908527,,7.20,,47.21,,
93,203,M04,,2,01/10/2025 15:29:50,1,,ENTRY,,,1889719663,,,,,,
169,203,K01,201,4,01/10/2025 15:29:52,3,3,TNG,18.40,,1630060591,,18.40,,15.54,,
160,203,M02,,2,01/10/2025 15:30:05,1,,ENTRY,,,3921788591,,,,,,
80,203,K04,204,2,01/10/2025 15:30:07,1,1,TNG,7.20,,1327498543,,7.20,,0.21,,
94,203,M04,,2,01/10/2025 15:30:20,1,,ENTRY,,,1099449007,,,,,,
170,203,K01,204,4,01/10/2025 15:30:21,1,1,TNG,7.20,,1854899791,,7.20,,8.83,,
108,203,K02,202,4,01/10/2025 15:30:22,3,3,TNG,11.30,,1335222383,,11.30,,106.10,,
59,203,K05,201,2,01/10/2025 15:30:23,1,1,ABTC,9.20,,1818838319,,9.20,,272.15,,
121,203,M06,,2,01/10/2025 15:30:25,1,,ENTRY,,,2167141135,,,,,,
521,203,M07,,1,01/10/2025 15:30:26,1,,ENTRY,,3,E280110520007652E9AB0ACC,JRQ7686,,,,,
122,203,M06,,2,01/10/2025 15:30:32,1,,ENTRY,,,1770376943,,,,,,
135,203,M01,,2,01/10/2025 15:30:33,1,,ENTRY,,,1159448239,,,,,,
95,203,M04,,2,01/10/2025 15:30:36,1,,ENTRY,,,1822674223,,,,,,
161,203,M02,,2,01/10/2025 15:30:37,1,,ENTRY,,,1065353807,,,,,,
161,203,M02,,2,01/10/2025 15:30:38,,,,0.00, ,1065353807, ,0.00,,0.00,54,TngAutorefillDisable
123,203,M06,,2,01/10/2025 15:30:40,1,,ENTRY,,,4008706063,,,,,,
81,203,K04,204,2,01/10/2025 15:30:40,1,1,TNG,7.20,,1171834159,,7.20,,168.45,,
96,203,M04,,2,01/10/2025 15:30:44,1,,ENTRY,,,3387748277,,,,,,
